Order,Family,Genus,Species,TL (m),M (kg),Prey W (g),Percent,Energy (kJ/g),Energy (kJ),E_divesurf_med,MR exponent,Total_Energy_in (J),Feeding_E_out (J),DiveSurf_E_out (J),Total_E_out (J),,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,849,12.5,4.56,3872,1.77,0.68,9172590,2345916,2840584,5186499,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,990,2.0,4.56,4515,2.06,0.68,10694046,2345916,2840584,5186499,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,1132,0.5,4.56,5157,2.36,0.68,12215502,2345916,2840584,5186499,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,2125,21.7,5.86,12445,5.68,0.68,29480446,2345916,2840584,5186499,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3325,18.9,5.98,19893,9.09,0.68,47123370,2345916,2840584,5186499,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3425,2.9,6.24,21385,9.77,0.68,50655919,2345916,2840584,5186499,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,2,78.0,4.42,10.5,4.25,0.68,24974,528,5346,5873,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,5,13.8,4.79,22.7,8.63,0.68,53777,886,5346,6232,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,19,4.9,5.55,103.4,35.10,0.68,244955,1634,5346,6980,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,73,2.4,6.30,462.3,141.38,0.68,1095139,2400,5346,7746,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,289,0.8,7.06,2037.3,566.22,0.68,4825937,3177,5346,8523,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,24000,0.3,2.65,63600.0,3.30,0.68,50218560,713057,14493511,15206568,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,8000,4.9,4.01,32080.0,11.70,0.68,278634048,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,2000,0.6,4.01,8020.0,2.92,0.68,69658512,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1700,2.1,3.78,6426.0,2.34,0.68,55813666,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.4,2.31,2310.0,0.84,0.68,20063736,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.0,2.65,2650.0,0.97,0.68,23016840,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,21.0,3.08,3080.0,1.12,0.68,26751648,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,29.6,2.65,2650.0,0.97,0.68,23016840,7843628,15979261,23822889,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,9.4,2.31,1848.0,0.99,0.68,16050989,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,700,1.1,2.31,1617.0,0.86,0.68,14044615,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,600,21.0,4.53,2718.0,1.45,0.68,23607461,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,1.4,2.31,1155.0,0.62,0.68,10031868,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,0.0,3.77,1885.0,1.01,0.68,16372356,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,300,0.1,2.31,693.0,0.37,0.68,6019121,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,0.3,3.78,756.0,0.40,0.68,6566314,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,4.9,1.69,338.0,0.18,0.68,2935733,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,100,0.6,2.31,231.0,0.12,0.68,2006374,273162,15979261,16252423,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,2.1,2.65,2310.0,1.13,0.68,18413472,273162,15979261,16252423,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,46,0.0,2.31,106,0.18,0.68,2936601,1571105,14331551,15902656,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1183,0.0,2.31,2733,4.79,0.68,75521726,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,154,16.8,3.08,474,0.83,0.68,13108308,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,631,0.1,4.53,2859,5.01,0.68,79004239,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,259,30.5,3.78,1197,2.10,0.68,33081844,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,64,4.8,2.65,490,0.86,0.68,13555147,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1675,1.2,4.01,3766,6.60,0.68,104085398,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,2257,0.8,3.78,3134,5.49,0.68,86600722,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1729,0.0,3.08,5325,9.34,0.68,147170544,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,802,0.0,2.31,1853,3.25,0.68,51199006,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,221,0.6,2.31,510,0.89,0.68,14105826,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,272,4.2,1.82,183,0.32,0.68,5047214,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,79,32.3,1.69,138,0.24,0.68,3807902,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,181,8.8,2.31,418,0.73,0.68,11554888,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,87,0.0,3.77,328,0.58,0.68,9064332,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,65,0.0,3.77,244,0.43,0.68,6751364,1431607,14331551,15763158,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,915,36.0,1.67,1531.7,0.83,0.61,42329471,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,456,0.4,1.67,763.2,0.42,0.61,21090734,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,944,0.4,1.67,1579.9,0.86,0.61,43661519,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,661,31.1,1.67,1106.8,0.60,0.61,30586394,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,480,0.4,1.67,803.3,0.44,0.61,22200773,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,19,1.1,2.31,43.9,0.02,0.61,1212944,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,89,0.1,3.08,274.5,0.15,0.61,7584879,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,123,0.3,4.53,555.4,0.30,0.61,15348947,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,191,21.3,3.78,723.7,0.39,0.61,19999165,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,152,0.2,2.65,401.9,0.22,0.61,11108172,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,14516,0.0,2.65,38468.0,6.96,0.61,1063102736,103767511,48920352,152687863,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,118,0.5,4.01,473.5,0.26,0.61,13086736,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,38,0.1,2.31,88.6,0.05,0.61,2447743,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,41,1.8,1.82,74.2,0.04,0.61,2051710,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,107,6.1,1.69,180.4,0.10,0.61,4986724,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,267,0.1,2.31,617.0,0.34,0.61,17051704,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,280,0.1,3.42,959.3,0.52,0.61,26510220,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,552,0.0,2.88,1588.8,0.86,0.61,43908990,1856190,48920352,50776542,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,6800,0.0,2.88,19584.0,3.54,0.61,541223424,103767511,48920352,152687863,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,50,10.0,4.01,200.5,1.94,0.61,1266518,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,150,17.3,4.01,601.5,5.81,0.61,3799555,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,250,12.0,4.01,1002.5,9.69,0.61,6332592,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,350,7.3,4.01,1403.5,13.56,0.61,8865629,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,450,13.3,4.01,1804.5,17.44,0.61,11398666,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,550,13.3,4.01,2205.5,21.31,0.61,13931702,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,650,10.0,4.01,2606.5,25.18,0.61,16464739,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,750,4.7,4.01,3007.5,29.06,0.61,18997776,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,850,4.7,4.01,3408.5,32.93,0.61,21530813,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,950,4.7,4.01,3809.5,36.81,0.61,24063850,63924,589829,653754,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,1050,2.0,4.01,4210.5,27.30,0.61,26596886,384515,589829,974344,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,1150,0.7,4.01,4611.5,29.90,0.61,29129923,384515,589829,974344,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,50,10.0,4.01,200.5,0.88,0.61,791574,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,150,17.3,4.01,601.5,2.65,0.61,2374722,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,250,12.0,4.01,1002.5,4.42,0.61,3957870,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,350,7.3,4.01,1403.5,6.18,0.61,5541018,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,450,13.3,4.01,1804.5,7.95,0.61,7124166,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,550,13.3,4.01,2205.5,9.72,0.61,8707314,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,650,10.0,4.01,2606.5,11.49,0.61,10290462,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,750,4.7,4.01,3007.5,13.25,0.61,11873610,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,850,4.7,4.01,3408.5,15.02,0.61,13456758,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,950,4.7,4.01,3809.5,16.79,0.61,15039906,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,1050,2.0,4.01,4210.5,18.55,0.61,16623054,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,1150,0.7,4.01,4611.5,20.32,0.61,18206202,271294,624678,895972,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,164,9.1,2.31,379.0,12.96,0.61,1197062,4283,88077,92360,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,24,3.6,2.65,63.7,2.18,0.61,201337,4283,88077,92360,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,104,78.2,2.65,276.8,9.47,0.61,874276,4283,88077,92360,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,160,7.3,4.01,639.9,21.88,0.61,2021006,4283,88077,92360,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,35,1.8,2.65,92.2,3.15,0.61,291328,4283,88077,92360,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,122,42.9,1.69,206.6,1.16,0.61,4078231,33543,3468477,3502020,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,57,42.9,2.65,151.5,0.85,0.61,2989866,33543,3468477,3502020,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,248,14.3,3.08,763.4,4.30,0.61,15068653,33543,3468477,3502020,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,275,1.9,5.63,1548,0.98,0.61,3666785,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,284,0.5,4.58,1303,0.78,0.61,3086766,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,426,2.0,4.57,1945,1.16,0.61,4608222,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,567,12.5,4.57,2588,1.55,0.61,6129678,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,708,20.0,4.56,3230,1.93,0.61,7651134,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,775,4.7,5.74,4445,2.65,0.61,10530253,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,849,12.5,4.56,3872,2.31,0.61,9172590,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,990,2.0,4.56,4515,2.70,0.61,10694046,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,1132,0.5,4.56,5157,3.08,0.61,12215502,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,2125,21.7,5.86,12445,7.43,0.61,29480446,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3325,18.9,5.98,19893,11.88,0.61,47123370,2345149,1621844,3966993,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3425,2.9,6.24,21385,12.77,0.61,50655919,2345149,1621844,3966993,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,2,78.0,4.42,10.5,5.30,0.61,24974,526,4185,4711,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,5,13.8,4.79,22.7,10.61,0.61,53777,885,4185,5070,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,19,4.9,5.55,103.4,42.10,0.61,244955,1633,4185,5818,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,73,2.4,6.30,462.3,166.32,0.61,1095139,2399,4185,6585,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,289,0.8,7.06,2037.3,655.55,0.61,4825937,3176,4185,7362,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,24000,0.3,2.65,63600.0,6.30,0.61,50218560,712266,7264146,7976413,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,8000,4.9,4.01,32080.0,17.59,0.61,278634048,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,2000,0.6,4.01,8020.0,4.40,0.61,69658512,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1700,2.1,3.78,6426.0,3.52,0.61,55813666,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.4,2.31,2310.0,1.27,0.61,20063736,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.0,2.65,2650.0,1.45,0.61,23016840,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,21.0,3.08,3080.0,1.69,0.61,26751648,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,29.6,2.65,2650.0,1.45,0.61,23016840,7834928,8008804,15843732,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,9.4,2.31,1848.0,1.94,0.61,16050989,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,700,1.1,2.31,1617.0,1.70,0.61,14044615,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,600,21.0,4.53,2718.0,2.86,0.61,23607461,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,1.4,2.31,1155.0,1.21,0.61,10031868,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,0.0,3.77,1885.0,1.98,0.61,16372356,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,300,0.1,2.31,693.0,0.73,0.61,6019121,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,0.3,3.78,756.0,0.79,0.61,6566314,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,4.9,1.69,338.0,0.36,0.61,2935733,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,100,0.6,2.31,231.0,0.24,0.61,2006374,255763,8008804,8264567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,2.1,2.65,2310.0,2.23,0.61,18413472,255763,8008804,8264567,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,46,0.0,2.31,106,0.30,0.61,2936601,1567483,8202105,9769588,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1183,0.0,2.31,2733,7.84,0.61,75521726,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,154,16.8,3.08,474,1.36,0.61,13108308,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,631,0.1,4.53,2859,8.20,0.61,79004239,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,259,30.5,3.78,1197,3.44,0.61,33081844,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,64,4.8,2.65,490,1.41,0.61,13555147,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1675,1.2,4.01,3766,10.81,0.61,104085398,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,2257,0.8,3.78,3134,8.99,0.61,86600722,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1729,0.0,3.08,5325,15.28,0.61,147170544,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,802,0.0,2.31,1853,5.32,0.61,51199006,1427865,8202105,9629970,,,,,
