Order,Family,Genus,Species,TL (m),M (kg),Prey W (g),Percent,Energy (kJ/g),Energy (kJ),E_divesurf_med,MR exponent,Total_Energy_in (J),Feeding_E_out (J),DiveSurf_E_out (J),Total_E_out (J),,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,221,0.6,2.31,510,1.46,0.61,14105826,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,272,4.2,1.82,183,0.52,0.61,5047214,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,79,32.3,1.69,138,0.40,0.61,3807902,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,181,8.8,2.31,418,1.20,0.61,11554888,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,87,0.0,3.77,328,0.94,0.61,9064332,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,65,0.0,3.77,244,0.70,0.61,6751364,1427865,8202105,9629970,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,915,36.0,1.67,1531.7,9.04,0.45,42329471,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,456,0.4,1.67,763.2,4.51,0.45,21090734,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,944,0.4,1.67,1579.9,9.33,0.45,43661519,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,661,31.1,1.67,1106.8,6.53,0.45,30586394,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,480,0.4,1.67,803.3,4.74,0.45,22200773,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,19,1.1,2.31,43.9,0.26,0.45,1212944,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,89,0.1,3.08,274.5,1.62,0.45,7584879,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,123,0.3,4.53,555.4,3.28,0.45,15348947,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,191,21.3,3.78,723.7,4.27,0.45,19999165,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,152,0.2,2.65,401.9,2.37,0.45,11108172,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,14516,0.0,2.65,38468.0,9.97,0.45,1063102736,103741247,2929716,106670963,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,118,0.5,4.01,473.5,2.80,0.45,13086736,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,38,0.1,2.31,88.6,0.52,0.45,2447743,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,41,1.8,1.82,74.2,0.44,0.45,2051710,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,107,6.1,1.69,180.4,1.07,0.45,4986724,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,267,0.1,2.31,617.0,3.64,0.45,17051704,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,280,0.1,3.42,959.3,5.66,0.45,26510220,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,552,0.0,2.88,1588.8,9.38,0.45,43908990,1751136,2929716,4680851,,,,,
Odontoceti,Ziphiidae,Berardius,bairdii,10.5,11900,6800,0.0,2.88,19584.0,5.07,0.45,541223424,103741247,2929716,106670963,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,50,10.0,4.01,200.5,5.00,0.45,1266518,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,150,17.3,4.01,601.5,15.00,0.45,3799555,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,250,12.0,4.01,1002.5,25.01,0.45,6332592,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,350,7.3,4.01,1403.5,35.01,0.45,8865629,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,450,13.3,4.01,1804.5,45.01,0.45,11398666,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,550,13.3,4.01,2205.5,55.01,0.45,13931702,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,650,10.0,4.01,2606.5,65.02,0.45,16464739,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,750,4.7,4.01,3007.5,75.02,0.45,18997776,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,850,4.7,4.01,3408.5,85.02,0.45,21530813,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,950,4.7,4.01,3809.5,95.02,0.45,24063850,63541,189696,253237,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,1050,2.0,4.01,4210.5,46.33,0.45,26596886,384323,189696,574019,,,,,
Odontoceti,Delphinidae,Globicephala,melas,5,1200,1150,0.7,4.01,4611.5,50.75,0.45,29129923,384323,189696,574019,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,50,10.0,4.01,200.5,1.65,0.45,791574,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,150,17.3,4.01,601.5,4.96,0.45,2374722,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,250,12.0,4.01,1002.5,8.27,0.45,3957870,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,350,7.3,4.01,1403.5,11.57,0.45,5541018,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,450,13.3,4.01,1804.5,14.88,0.45,7124166,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,550,13.3,4.01,2205.5,18.19,0.45,8707314,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,650,10.0,4.01,2606.5,21.50,0.45,10290462,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,750,4.7,4.01,3007.5,24.80,0.45,11873610,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,850,4.7,4.01,3408.5,28.11,0.45,13456758,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,950,4.7,4.01,3809.5,31.42,0.45,15039906,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,1050,2.0,4.01,4210.5,34.72,0.45,16623054,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Globicephala,macrorhynchus,4.3,980,1150,0.7,4.01,4611.5,38.03,0.45,18206202,271198,207520,478719,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,164,9.1,2.31,379.0,30.91,0.45,1197062,4222,34499,38722,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,24,3.6,2.65,63.7,5.20,0.45,201337,4222,34499,38722,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,104,78.2,2.65,276.8,22.58,0.45,874276,4222,34499,38722,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,160,7.3,4.01,639.9,52.19,0.45,2021006,4222,34499,38722,,,,,
Odontoceti,Delphinidae,Grampus,griseus,3,350,35,1.8,2.65,92.2,7.52,0.45,291328,4222,34499,38722,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,122,42.9,1.69,206.6,3.37,0.45,4078231,32557,1176573,1209131,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,57,42.9,2.65,151.5,2.47,0.45,2989866,32557,1176573,1209131,,,,,
Odontoceti,Ziphiidae,Mesoplodon,densirostris,4.1,860,248,14.3,3.08,763.4,12.46,0.45,15068653,32557,1176573,1209131,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,275,1.9,5.63,1548,1.43,0.45,3666785,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,284,0.5,4.58,1303,1.10,0.45,3086766,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,426,2.0,4.57,1945,1.65,0.45,4608222,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,567,12.5,4.57,2588,2.19,0.45,6129678,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,708,20.0,4.56,3230,2.74,0.45,7651134,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,775,4.7,5.74,4445,3.77,0.45,10530253,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,849,12.5,4.56,3872,3.28,0.45,9172590,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,990,2.0,4.56,4515,3.83,0.45,10694046,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,1132,0.5,4.56,5157,4.37,0.45,12215502,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,2125,21.7,5.86,12445,10.55,0.45,29480446,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3325,18.9,5.98,19893,16.86,0.45,47123370,2344413,450474,2794887,,,,,
Odontoceti,Delphinidae,Orcinus,orca,6,3000,3425,2.9,6.24,21385,18.12,0.45,50655919,2344413,450474,2794887,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,2,78.0,4.42,10.5,8.57,0.45,24974,523,2392,2915,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,5,13.8,4.79,22.7,16.42,0.45,53777,882,2392,3274,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,19,4.9,5.55,103.4,60.89,0.45,244955,1631,2392,4023,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,73,2.4,6.30,462.3,228.64,0.45,1095139,2398,2392,4790,,,,,
Odontoceti,Phocoenidae,Phocoaena,Phocaena,1.4,33,289,0.8,7.06,2037.3,866.88,0.45,4825937,3175,2392,5567,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,24000,0.3,2.65,63600.0,22.73,0.45,50218560,711635,1497943,2209579,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,8000,4.9,4.01,32080.0,29.39,0.45,278634048,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,2000,0.6,4.01,8020.0,7.35,0.45,69658512,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1700,2.1,3.78,6426.0,5.89,0.45,55813666,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.4,2.31,2310.0,2.12,0.45,20063736,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.0,2.65,2650.0,2.43,0.45,23016840,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,21.0,3.08,3080.0,2.82,0.45,26751648,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,1000,29.6,2.65,2650.0,2.43,0.45,23016840,7827989,1651500,9479489,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,9.4,2.31,1848.0,8.48,0.45,16050989,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,700,1.1,2.31,1617.0,7.42,0.45,14044615,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,600,21.0,4.53,2718.0,12.47,0.45,23607461,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,1.4,2.31,1155.0,5.30,0.45,10031868,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,500,0.0,3.77,1885.0,8.65,0.45,16372356,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,300,0.1,2.31,693.0,3.18,0.45,6019121,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,0.3,3.78,756.0,3.47,0.45,6566314,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,200,4.9,1.69,338.0,1.55,0.45,2935733,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,100,0.6,2.31,231.0,1.06,0.45,2006374,241885,1651500,1893384,,,,,
Odontoceti,Physeteridae,Physter,macrocephalus,12.3,19300,800,2.1,2.65,2310.0,9.73,0.45,18413472,241885,1651500,1893384,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,46,0.0,2.31,106,0.76,0.45,2936601,1563990,2290560,3854550,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1183,0.0,2.31,2733,20.33,0.45,75521726,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,154,16.8,3.08,474,3.53,0.45,13108308,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,631,0.1,4.53,2859,21.27,0.45,79004239,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,259,30.5,3.78,1197,8.91,0.45,33081844,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,64,4.8,2.65,490,3.65,0.45,13555147,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1675,1.2,4.01,3766,28.02,0.45,104085398,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,2257,0.8,3.78,3134,23.31,0.45,86600722,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,1729,0.0,3.08,5325,39.62,0.45,147170544,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,802,0.0,2.31,1853,13.78,0.45,51199006,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,221,0.6,2.31,510,3.80,0.45,14105826,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,272,4.2,1.82,183,1.36,0.45,5047214,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,79,32.3,1.69,138,1.03,0.45,3807902,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,181,8.8,2.31,418,3.11,0.45,11554888,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,87,0.0,3.77,328,2.44,0.45,9064332,1424255,2290560,3714815,,,,,
Odontoceti,Ziphiidae,Ziphius,cavirostris,6.6,2900,65,0.0,3.77,244,1.82,0.45,6751364,1424255,2290560,3714815,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,2.41,0.45,3032464,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,6.46,0.45,8140386,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,10.51,0.45,13248308,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,14.56,0.45,18356230,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,18.62,0.45,23464152,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,22.67,0.45,28572074,,,1260467,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,46.98,0.45,59221551,,,1260467,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,4.37,0.45,8981904,,,2055519,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,4.98,0.45,10241955,,,2055519,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,40.0,,,5.60,0.45,11502006,,,2055519,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,6.21,0.45,12762057,,,2055519,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,6.82,0.45,14022109,,,2055519,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,1.27,0.61,3032464,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,3.42,0.61,8140386,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,5.56,0.61,13248308,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,7.70,0.61,18356230,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,9.85,0.61,23464152,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,11.99,0.61,28572074,,,2382975,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,24.85,0.61,59221551,,,2382975,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,2.40,0.61,8981904,,,3738782,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,2.74,0.61,10241955,,,3738782,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,40.0,,,3.08,0.61,11502006,,,3738782,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,3.41,0.61,12762057,,,3738782,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,3.75,0.61,14022109,,,3738782,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,0.77,0.68,3032464,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,2.06,0.68,8140386,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,3.36,0.68,13248308,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,4.65,0.68,18356230,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,5.95,0.68,23464152,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,7.24,0.68,28572074,,,3945425,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,15.01,0.68,59221551,,,3945425,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,1.48,0.68,8981904,,,6081762,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,1.68,0.68,10241955,,,6081762,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,40.0,,,1.89,0.68,11502006,,,6081762,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,2.10,0.68,12762057,,,6081762,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,2.31,0.68,14022109,,,6081762,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,0.42,0.75,3032464,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,1.11,0.75,8140386,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,1.81,0.75,13248308,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,2.51,0.75,18356230,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,3.21,0.75,23464152,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,3.91,0.75,28572074,,,7304606,,,,,
,Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,8.11,0.75,59221551,,,7304606,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,0.81,0.75,8981904,,,11119040,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,0.92,0.75,10241955,,,11119040,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,40.0,,,1.03,0.75,11502006,,,11119040,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,25.0,,,1.15,0.75,12762057,,,11119040,,,,,
,Balaenidae,Balaena,mysticetus,11.7,22600,,5.0,,,1.26,0.75,14022109,,,11119040,,,,,